id,lat,lon,month,year,viewCat,viewAngle,GSVHeading,NAME10,sampleCat,UATYP10,proposed_c,proposed_p,joinVal,panid,wall,building,sky,floor,tree,ceiling,road,bed,windowpane,grass,cabinet,sidewalk,person,earth,door,table,mountain,plant,curtain,chair,car,water,painting,sofa,shelf,house,sea,mirror,rug,field,armchair,seat,fence,desk,rock,wardrobe,lamp,bathtub,railing,cushion,base,box,column,signboard,chest of drawers,counter,sand,sink,skyscraper,fireplace,refrigerator,grandstand,path,stairs,runway,case,pool table,pillow,screen door,stairway,river,bridge,bookcase,blind,coffee table,toilet,flower,book,hill,bench,countertop,stove,palm,kitchen island,computer,swivel chair,boat,bar,arcade machine,hovel,bus,towel,light,truck,tower,chandelier,awning,streetlight,booth,television receiver,airplane,dirt track,apparel,pole,land,bannister,escalator,ottoman,bottle,buffet,poster,stage,van,ship,fountain,conveyer belt,canopy,washer,plaything,swimming pool,stool,barrel,basket,waterfall,tent,bag,minibike,cradle,oven,ball,food,step,tank,trade name,microwave,pot,animal,bicycle,lake,dishwasher,screen,blanket,sculpture,hood,sconce,vase,traffic light,tray,ashcan,fan,pier,crt screen,plate,monitor,bulletin board,shower,radiator,glass,clock,flag,built_env,build2,accessibility,all_nature,greenspace,bluespace,other_nature,animate,tree_z,grass_z,plant_z,greenspace_z,bluespace_z,built_env_z,build2_z,animate_z,accessibility_z,road_z,sky_z
iFPUvXVYHaiJVrWfMWggAQ,47.26590209,-122.4992487,7,2012,sideAngle,180,270,"Seattle, WA",0,U,0,0,iFPUvXVYHaiJVrWfMWggAQ_270,iFPUvXVYHaiJVrWfMWggAQ_270,0.00012207,0.039812012,0.134082031,0.001013184,0.374160156,0,0.111318359,0,0,0.128486328,0,0,0,0.014802246,0,0,0,0.050817871,0,0,0.144716797,0,0,0,0,0.000668945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151921387,0.040480957,0,0.702348633,0.553464355,0,0.148884277,0.144716797,3,2,1,5,0,1,0,3,0,2,1
yiT5nzwrCiayAjYoSRC0Rw,47.6368071,-122.305605,6,2008,sideAngle,46,136,"Seattle, WA",0,U,0,0,yiT5nzwrCiayAjYoSRC0Rw_136,yiT5nzwrCiayAjYoSRC0Rw_136,0.000214844,0,0.216062012,0,0.105366211,0,0.025126953,0,0,0.133007813,0,0.051447754,0,0,0,0,0,0.089328613,0,0,0.117717285,0.07229248,0,0,0,0.189086914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266225586,0.189086914,0.051447754,0.616057129,0.327702637,0.07229248,0.216062012,0.117717285,1,2,1,3,1,2,2,2,1,0,2
Q2EScmhfaGEiL6xzQBougg,47.62843145,-122.3060546,6,2008,sideAngle,1,91,"Seattle, WA",0,U,0,0,Q2EScmhfaGEiL6xzQBougg_91,Q2EScmhfaGEiL6xzQBougg_91,0.0028125,0.011435547,0.119665527,0,0.355151367,0,0.007773438,0,0,0.209108887,0,0.005339355,0,0.001105957,0,0,0,0.009492188,0,0,0.114431152,0.072424316,0,0,0,0.051030273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270752,0,0,0,0,0.025620117,0.010483398,0,0,0,0,0,0.001162109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124512,0,0,0,0,0,0,0,0,0.000131836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115913086,0.06246582,0.04260498,0.766948242,0.573752441,0.072424316,0.120771484,0.114431152,3,3,0,5,1,1,1,2,1,0,1
KrsHs9V72DaOFAJ_sWXiIg,47.51205757,-122.1875251,8,2011,sideAngle,0,270,"Seattle, WA",0,U,0,0,KrsHs9V72DaOFAJ_sWXiIg_270,KrsHs9V72DaOFAJ_sWXiIg_270,0.015588379,0.024243164,0.346594238,0.026730957,0.074775391,0,0.007075195,0,0,0.112683105,0,0.004768066,0,0.010639648,0,0,0,0.061992188,0,0,0.027773438,0.06361084,0,0,0,0.103991699,0,0,0,0,0,0,0.005673828,0,0.083891602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028435059,0.001411133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191186523,0.128234863,0.034614258,0.754187012,0.249450684,0.06361084,0.441125488,0.027773438,1,2,1,2,1,2,1,1,1,0,3
_Z7hUkjU9QrEUGX3T121bQ,47.64791069,-122.4046546,5,2008,sideAngle,0,270,"Seattle, WA",0,U,0,0,_Z7hUkjU9QrEUGX3T121bQ_270,_Z7hUkjU9QrEUGX3T121bQ_270,0.006635742,0.086635742,0.374975586,0,0.03559082,0,0.148320313,0,0,0.002800293,0,0.043884277,0,0.062099609,0,0,0,0.093276367,0,0,0.060349121,0.046066895,0,0,0,0,0,0,0,0,0,0,0,0,0.014172363,0,0,0,0,0,0,0,0,0.001303711,0,0,0,0,0,0,0,0,0.01989502,0.003310547,0,0,0,0,0,0.000476074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310461426,0.086635742,0.067565918,0.628981934,0.13166748,0.046066895,0.451247559,0.060556641,0,0,1,1,1,3,1,1,1,3,3
nNGdrKhoZ4hGOLyFEiYg8g,47.63655492,-122.3462267,7,2011,sideAngle,90,0,"Seattle, WA",0,U,0,0,nNGdrKhoZ4hGOLyFEiYg8g_0,nNGdrKhoZ4hGOLyFEiYg8g_0,0.096247559,0.271101074,0.238417969,1.95E-05,0.020168457,0,0.01880127,0,0,0.107883301,0,0.00480957,0,0.010876465,0,0,0,0.126894531,0,0,0.05826416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046516113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437475586,0.271101074,0.051325684,0.504240723,0.254946289,0,0.249294434,0.05826416,0,2,2,2,0,4,3,1,1,0,2
p3lvcKDiwxk4O-aFexVQzg,47.45646093,-122.1526761,7,2008,sideAngle,184,274,"Seattle, WA",0,U,0,0,p3lvcKDiwxk4O-aFexVQzg_274,p3lvcKDiwxk4O-aFexVQzg_274,0.000148926,0.053859863,0.051401367,0,0.447568359,0,0.048408203,0,0,0.13862793,0,0.085368652,0,0.040046387,0,0,0,0.053964844,0,0,0.000446777,0.076965332,0,0,0,0,0,0,0,0,0,0,0,0,0.00128418,0,0,0,0,0,0,0,0,0.001506348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189694824,0.053859863,0.085368652,0.809858398,0.640161133,0.076965332,0.092731934,0.000446777,4,2,1,6,1,2,1,0,2,1,0
OzAzXBo991hYWWLqugivZw,47.57642041,-122.3351367,6,2008,sideAngle,180,90,"Seattle, WA",0,U,0,0,OzAzXBo991hYWWLqugivZw_90,OzAzXBo991hYWWLqugivZw_90,0.000581055,0.301369629,0.296518555,0.000168457,0,0,0.024182129,0,0,3.66E-05,0,0.08609375,0,0.010378418,0,0,0,0.001032715,0,0,0.198842773,0.049394531,0,0,0,0,0,0,0,0,0,0,0.001853027,0,0,0,0,0,0,0,0,0,0,0.02894043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060791,0,0,0,0,0,0,0,0,0,0,0,0.44302002,0.301369629,0.08609375,0.35736084,0.001069336,0.049394531,0.306896973,0.198842773,0,0,0,0,1,4,3,4,2,0,3
GkkHx2qHRi3nxRLdOjx7mA,47.66502478,-122.3616896,6,2008,sideAngle,270,0,"Seattle, WA",0,U,0,0,GkkHx2qHRi3nxRLdOjx7mA_0,GkkHx2qHRi3nxRLdOjx7mA_0,0.002543945,0.03013916,0.295959473,0.054660645,0.136381836,0,0.020332031,0,0,0.006496582,0,0.006499023,0.006135254,0.028464355,0,0.000483398,0,0.189072266,0,0,0.027990723,0.065527344,0,0,0,0.088486328,0,0,0,0,0,0,0.001030273,0,0,0,0,0,0,0,0,0,0,0.002241211,0,0,0,0,0,0,0,0,0.005224609,0.003549805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005583496,0,0,0,0,0,0,0,0,0,0.023198242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188828125,0.118625488,0.03847168,0.721901855,0.331950684,0.065527344,0.324423828,0.034125977,1,0,2,3,1,2,1,1,1,0,3
BmbQWdvJgiZseWJWklRtbg,47.82293589,-122.2521746,10,2015,sideAngle,290,20,"Seattle, WA",0,U,0,0,BmbQWdvJgiZseWJWklRtbg_20,BmbQWdvJgiZseWJWklRtbg_20,0.000693359,0,0.172416992,5.62E-05,0.191918945,0,0.124311523,0,0,0.119560547,0,0.087734375,0,0.010012207,0,0,0,0.048666992,0,0,0.05157959,0,0,0,0,0.178771973,0,0,0,0,0,0,0,0,0.008225098,0,0,0,0,0,0,0,0,0.001455078,0,0,0,0,0,0,0,0,0.001533203,0.002143555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397563477,0.178771973,0.092331543,0.550800781,0.360146484,0,0.190654297,0.05157959,2,2,1,3,0,4,2,1,2,2,2
SGmn3WDXQ2yFl4exs-IPtQ,47.64293711,-122.3596044,5,2008,sideAngle,1,271,"Seattle, WA",0,U,0,0,SGmn3WDXQ2yFl4exs-IPtQ_271,SGmn3WDXQ2yFl4exs-IPtQ_271,0.000400391,0.006730957,0.334355469,0,0.020742188,0,0.004875488,0,0,0.247595215,0,0,0,0.009296875,0,0,0,0.064455566,0,0,0,0.050847168,0,0,0,0.142216797,0,0,0,0,0,0,0.000861816,0,0.005131836,0,0,0,0,0,0,0,0,0.000112305,0,0,0,0,0,0,0,0,0.072062988,8.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.001030273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039204102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26654541,0.148947754,0.072143555,0.73345459,0.333823242,0.050847168,0.34878418,0,0,4,1,3,1,2,2,0,2,0,3
zteeEvztDFLssR7mFQjo0w,47.67235516,-122.3701184,6,2008,sideAngle,270,0,"Seattle, WA",0,U,0,0,zteeEvztDFLssR7mFQjo0w_0,zteeEvztDFLssR7mFQjo0w_0,0.001237793,0,0.405239258,0,0.07083252,0,0.054455566,0,0,0.137836914,0,0.001479492,0,0.006894531,0,0,0.003383789,0.04034668,0,0,0.11645752,0.038586426,0,0,0,0.109921875,0,0,0,0,0,0,0,0,0.008747559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001757813,0.002321777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171174316,0.109921875,0.005559082,0.711867676,0.249016113,0.038586426,0.424265137,0.116958008,1,2,1,2,1,2,1,2,0,1,4
n6Zyc1VuNIM_BxRihBkj_Q,47.6628106,-122.2991963,8,2017,sideAngle,270,180,"Seattle, WA",0,U,0,0,n6Zyc1VuNIM_BxRihBkj_Q_180,n6Zyc1VuNIM_BxRihBkj_Q_180,0,0.412768555,0.192780762,0,0,0,0.055625,0,0,0,0,0.104897461,0.000700684,0,0,0,0,0.095698242,0,0,0.134492188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072998,0.002304688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576328125,0.412768555,0.104897461,0.288479004,0.095698242,0,0.192780762,0.135192871,0,0,1,1,0,5,4,3,2,1,2
LnCKnwWOSmjyMT3ndn-Pmw,47.62798154,-122.3112865,6,2008,sideAngle,0,270,"Seattle, WA",0,U,0,0,LnCKnwWOSmjyMT3ndn-Pmw_270,LnCKnwWOSmjyMT3ndn-Pmw_270,0.004467773,0.088649902,0.089350586,0,0.350622559,0,0.022458496,0,0,0.108029785,0,0,0,0,0,0,0,0.114846191,0,0,0,0.037475586,0,0,0,0,0,0,0,0,0,0,0,0,0.004130859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118198242,0.012487793,0,0,0,0,0,0.001889648,0.047392578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248151855,0.088649902,0.132575684,0.704455566,0.573498535,0.037475586,0.093481445,0,3,2,1,5,1,2,1,0,3,0,1
ZSYnd-XBfpCpBGOnbJdaEA,47.63994228,-122.3073021,6,2011,sideAngle,1,271,"Seattle, WA",0,U,0,0,ZSYnd-XBfpCpBGOnbJdaEA_271,ZSYnd-XBfpCpBGOnbJdaEA_271,0.009316406,0.061296387,0.148215332,0,0.381499023,0,0.150268555,0,0,0.101520996,0,0.001665039,0,0,0,0,0,0.041030273,0,0,0.031181641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073269043,0.000134277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000603027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295949707,0.061296387,0.075068359,0.672265625,0.524050293,0,0.148215332,0.031181641,3,2,1,5,0,3,1,1,2,3,1
STGBxpDhxJtS7946MEBysw,47.67363892,-122.3093498,6,2008,sideAngle,111,21,"Seattle, WA",0,U,0,0,STGBxpDhxJtS7946MEBysw_21,STGBxpDhxJtS7946MEBysw_21,0.008579102,0.071088867,0.184382324,0,0.288835449,0,0.121916504,0,0,0.049750977,0,0.021311035,0,0.004089355,0,0,0,0.147141113,0,0,0.071350098,0,0,0,0,0.015854492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001091309,0,0,0,0,0,0,0,0,0.014609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254450684,0.086943359,0.03592041,0.674199219,0.485727539,0,0.18847168,0.071350098,3,1,2,4,0,2,1,1,1,2,2
OluZrxxKMIJKQZ4xc3GAsA,47.27254823,-122.4609235,7,2012,sideAngle,330,240,"Seattle, WA",0,U,0,0,OluZrxxKMIJKQZ4xc3GAsA_240,OluZrxxKMIJKQZ4xc3GAsA_240,0.003833008,0.092353516,0.390595703,0,0.022307129,0,0.163430176,0,0,0.101367188,0,0.087451172,0,0.002370605,0,0,0,0.050444336,0,0,0.082106934,0,0,0,0,3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234375,0,0,0,0,0,0,0,0,0.002319336,0.001152344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350808105,0.092387695,0.090922852,0.567084961,0.174118652,0,0.392966309,0.082106934,0,2,1,2,0,3,1,2,2,3,4
5eZoXdfOm5aQ_HJ4zGt7EA,47.92601363,-122.2149962,8,2012,sideAngle,66,336,"Seattle, WA",0,U,0,0,5eZoXdfOm5aQ_HJ4zGt7EA_336,5eZoXdfOm5aQ_HJ4zGt7EA_336,0.006911621,0.058891602,0.09074707,0,0.411738281,0,0.094628906,0,0,0.077150879,0,0.033581543,0,0.02135498,0,0,0,0.043134766,0,0,0.159743652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002116699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196130371,0.058891602,0.033581543,0.644125977,0.532023926,0,0.112102051,0.159743652,4,1,1,5,0,2,1,3,1,2,1
OYuCsRocixDM_CvS7YHs_Q,47.57441425,-122.3760967,7,2011,sideAngle,180,90,"Seattle, WA",0,U,0,0,OYuCsRocixDM_CvS7YHs_Q_90,OYuCsRocixDM_CvS7YHs_Q_90,0,0.12036377,0.402956543,0,0.031240234,0,0.079841309,0,0,0,0,0.035983887,0,0,0,0,0,0.138178711,0,0,0.151809082,0,0,0,0,0.035900879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003725586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272089844,0.156264648,0.035983887,0.572375488,0.169418945,0,0.402956543,0.151809082,0,0,2,2,0,2,2,3,1,1,4
5RQeflUKXsjtCaKfI3nUoQ,47.355424,-122.1731674,7,2008,sideAngle,360,270,"Seattle, WA",0,U,0,0,5RQeflUKXsjtCaKfI3nUoQ_270,5RQeflUKXsjtCaKfI3nUoQ_270,0.004899902,0.092910156,0.377421875,0.010244141,0.077998047,0,0.111743164,0,0,0.060581055,0,0.080200195,0,0.046936035,0,0,0,3.17E-05,0,0,0.051606445,0.083366699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001503906,0,0,0,0,0,0,0,0,0,5.13E-05,0,0,0,0,0,0.000358887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146484,0,0,0,0,0,0,0,0,0,0,0,0.29166748,0.092910156,0.080610352,0.646335449,0.13861084,0.083366699,0.42435791,0.051606445,1,1,0,1,1,3,1,1,2,2,3
8SMzpWAoyoX7vBwbbT6adQ,47.74495982,-122.0737319,9,2011,sideAngle,359,269,"Seattle, WA",0,U,0,0,8SMzpWAoyoX7vBwbbT6adQ_269,8SMzpWAoyoX7vBwbbT6adQ_269,0.001491699,0.03979248,0.075119629,0,0.464589844,0,0.071071777,0,0,0.053691406,0,0.00388916,0.041208496,0.032890625,0,0,0,0.097202148,0,0,0,0.000561523,0,0,0,0.023928223,0,0,0,0,0,0,0.001323242,0,0.000124512,0,0,0,0,0,0,0,0,0.001306152,0,0,0,0,0,0,0,0,0.08802002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001853027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576172,0.000710449,0,0,0,0,0,0,0,0,0,0.000649414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232675781,0.063720703,0.09190918,0.724179687,0.615483398,0.000561523,0.108134766,0.041208496,4,1,1,6,0,2,1,1,2,1,1
b3JcjrSflIOjaxpkuEsj7A,47.52276724,-122.0285334,7,2017,sideAngle,262,172,"Seattle, WA",0,U,0,0,b3JcjrSflIOjaxpkuEsj7A_172,b3JcjrSflIOjaxpkuEsj7A_172,0.02671875,0.370090332,0.131530762,0,0.064355469,0,0.22454834,0,0,0,0,0.108989258,0,0,0,0,0,0.040620117,0,0,0.030876465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002128906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732617188,0.370090332,0.108989258,0.236506348,0.104975586,0,0.131530762,0.030876465,1,0,1,1,0,7,4,1,2,4,1
Whz4ZBJuIE-i1WuUMPoMXQ,47.62289453,-122.3047224,6,2008,sideAngle,181,91,"Seattle, WA",0,U,0,0,Whz4ZBJuIE-i1WuUMPoMXQ_91,Whz4ZBJuIE-i1WuUMPoMXQ_91,0.017998047,0.055695801,0.214326172,0.001875,0.243427734,0,0.046975098,0,0,0.038981934,0,0.051174316,0,0.003864746,0,0,0,0.141447754,0,0,0.148864746,0.002404785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000400391,0,0,0,0,0,0,0,0,0,0,0.00597168,0.003647461,0,0,0,0,0,0.000708008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022236328,0,0,0,0,0,0,0,0,0,0,0,0.18217041,0.055695801,0.061501465,0.644453125,0.423857422,0.002404785,0.218190918,0.148864746,2,1,2,4,0,2,1,3,1,1,2
mDMGu1hGtHYzefT4vYV_nQ,47.67689378,-122.3645302,7,2008,sideAngle,360,90,"Seattle, WA",0,U,0,0,mDMGu1hGtHYzefT4vYV_nQ_90,mDMGu1hGtHYzefT4vYV_nQ_90,0.003583984,0.171054688,0.377333984,0,0.011330566,0,0.053674316,0,0,0.038198242,0,0.06003418,0,0,0,5.13E-05,0,0.066689453,0,0,0.205046387,0,0,0,0,0,0,0,0,0,0,0,0.001791992,0,0,0,0,0,0,0,0,0,0,0.000737305,0,0,0,0,0,0,0,0,0.000109863,0.006088867,0,0,0,0,0,0.004082031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88E-05,0,0,0,0,0,0,0.000144043,0.301157227,0.171054688,0.070314941,0.493552246,0.116218262,0,0.377333984,0.205046387,0,1,1,1,0,3,2,4,1,1,3
